mOTU2.0_cluster	mOTU2.0_cluster_name	mOTU2.0_cluster_id	Anaerobic	Aerotolerant	Facultative_aerobic	Microaerophilic	Aerobic
Aeromicrobium marinum [ref_mOTU_v2_4581]	Aeromicrobium marinum 	ref_mOTU_v2_4581	0	0	0	1	0
Aeromicrobium massiliense [ref_mOTU_v2_1592]	Aeromicrobium massiliense 	ref_mOTU_v2_1592	0	0	0	0	1
Aeromonas caviae [ref_mOTU_v2_1203]	Aeromonas caviae 	ref_mOTU_v2_1203	1	0	0	0	0
Aeromonas diversa [ref_mOTU_v2_2840]	Aeromonas diversa 	ref_mOTU_v2_2840	0	0	1	0	0
Aeromonas hydrophila [ref_mOTU_v2_0282]	Aeromonas hydrophila 	ref_mOTU_v2_0282	1	0	0	0	0
Aeromonas hydrophila [ref_mOTU_v2_0283]	Aeromonas hydrophila 	ref_mOTU_v2_0283	0	0	1	0	0
Aeromonas hydrophila/media [ref_mOTU_v2_0788]	Aeromonas hydrophila/media 	ref_mOTU_v2_0788	1	0	0	0	0
Aeromonas lacus/jandaei [ref_mOTU_v2_0284]	Aeromonas lacus/jandaei 	ref_mOTU_v2_0284	1	0	0	0	0
Aeromonas salmonicida [ref_mOTU_v2_0809]	Aeromonas salmonicida 	ref_mOTU_v2_0809	0	0	1	0	0
Aeromonas salmonicida [ref_mOTU_v2_4693]	Aeromonas salmonicida 	ref_mOTU_v2_4693	1	0	0	0	0
Aeromonas taiwanensis [ref_mOTU_v2_4651]	Aeromonas taiwanensis 	ref_mOTU_v2_4651	1	0	0	0	0
Aeromonas veronii [ref_mOTU_v2_0285]	Aeromonas veronii 	ref_mOTU_v2_0285	0	0	1	0	0
Aeropyrum camini [ref_mOTU_v2_2486]	Aeropyrum camini 	ref_mOTU_v2_2486	0	0	0	0	1
Aeropyrum pernix [ref_mOTU_v2_3867]	Aeropyrum pernix 	ref_mOTU_v2_3867	0	0	0	0	1
Aestuariibacter salexigens [ref_mOTU_v2_1847]	Aestuariibacter salexigens 	ref_mOTU_v2_1847	0	0	0	0	1
Aestuariimicrobium kwangyangense [ref_mOTU_v2_1848]	Aestuariimicrobium kwangyangense 	ref_mOTU_v2_1848	1	0	0	0	0
Afifella pfennigii [ref_mOTU_v2_1849]	Afifella pfennigii 	ref_mOTU_v2_1849	1	0	0	0	0
Afipia birgiae [ref_mOTU_v2_2484]	Afipia birgiae 	ref_mOTU_v2_2484	1	0	0	0	0
Afipia broomeae [ref_mOTU_v2_1051]	Afipia broomeae 	ref_mOTU_v2_1051	1	0	0	0	0
Afipia clevelandensis [ref_mOTU_v2_1495]	Afipia clevelandensis 	ref_mOTU_v2_1495	1	0	0	0	0
Afipia felis [ref_mOTU_v2_5087]	Afipia felis 	ref_mOTU_v2_5087	1	0	0	0	0
Afipia sp. 1NLS2 [ref_mOTU_v2_4742]	Afipia sp. 1NLS2 	ref_mOTU_v2_4742	1	0	0	0	0
Afipia sp. OHSU_I-C4 [ref_mOTU_v2_1010]	Afipia sp. OHSU_I-C4 	ref_mOTU_v2_1010	1	0	0	0	0
Afipia sp. P52-10 [ref_mOTU_v2_3398]	Afipia sp. P52-10 	ref_mOTU_v2_3398	1	0	0	0	0
Agarivorans albus [ref_mOTU_v2_3060]	Agarivorans albus 	ref_mOTU_v2_3060	0	0	0	0	1
Aggregatibacter actinomycetemcomitans [ref_mOTU_v2_0147]	Aggregatibacter actinomycetemcomitans 	ref_mOTU_v2_0147	0	0	1	0	0
Aggregatibacter actinomycetemcomitans [ref_mOTU_v2_0325]	Aggregatibacter actinomycetemcomitans 	ref_mOTU_v2_0325	0	0	1	0	0
Aggregatibacter aphrophilus [ref_mOTU_v2_1461]	Aggregatibacter aphrophilus 	ref_mOTU_v2_1461	0	0	1	0	0
Aggregatibacter segnis [ref_mOTU_v2_5107]	Aggregatibacter segnis 	ref_mOTU_v2_5107	0	0	1	0	0
Aggregatibacter sp. [ref_mOTU_v2_3038]	Aggregatibacter sp. 	ref_mOTU_v2_3038	0	0	1	0	0
Agrobacterium albertimagni [ref_mOTU_v2_2333]	Agrobacterium albertimagni 	ref_mOTU_v2_2333	0	0	0	0	1
Agrobacterium fabrum [ref_mOTU_v2_1286]	Agrobacterium fabrum 	ref_mOTU_v2_1286	0	0	0	0	1
Agrobacterium larrymoorei [ref_mOTU_v2_3082]	Agrobacterium larrymoorei 	ref_mOTU_v2_3082	0	0	0	0	0
Agrobacterium rhizogenes [ref_mOTU_v2_4073]	Agrobacterium rhizogenes 	ref_mOTU_v2_4073	0	0	0	0	1
Agrobacterium rubi [ref_mOTU_v2_2602]	Agrobacterium rubi 	ref_mOTU_v2_2602	0	0	0	0	0
Agrobacterium tumefaciens [ref_mOTU_v2_0313]	Agrobacterium tumefaciens 	ref_mOTU_v2_0313	0	0	0	0	1
Agrobacterium tumefaciens [ref_mOTU_v2_0383]	Agrobacterium tumefaciens 	ref_mOTU_v2_0383	0	0	0	0	1
Agrobacterium tumefaciens [ref_mOTU_v2_0876]	Agrobacterium tumefaciens 	ref_mOTU_v2_0876	0	0	0	0	1
Agrobacterium tumefaciens [ref_mOTU_v2_1669]	Agrobacterium tumefaciens 	ref_mOTU_v2_1669	0	0	0	0	1
Agrobacterium tumefaciens [ref_mOTU_v2_2905]	Agrobacterium tumefaciens 	ref_mOTU_v2_2905	0	0	0	0	1
Agrobacterium tumefaciens [ref_mOTU_v2_4069]	Agrobacterium tumefaciens 	ref_mOTU_v2_4069	0	0	0	0	1
Agrobacterium vitis [ref_mOTU_v2_3929]	Agrobacterium vitis 	ref_mOTU_v2_3929	0	0	0	0	1
Agrococcus lahaulensis/pavilionensis [ref_mOTU_v2_0445]	Agrococcus lahaulensis/pavilionensis 	ref_mOTU_v2_0445	0	0	0	0	1
Agromyces italicus [ref_mOTU_v2_1850]	Agromyces italicus 	ref_mOTU_v2_1850	0	0	0	0	1
Agromyces subbeticus [ref_mOTU_v2_1851]	Agromyces subbeticus 	ref_mOTU_v2_1851	0	0	0	0	1
Ahrensia sp. 13_GOM-1096m [ref_mOTU_v2_3170]	Ahrensia sp. 13_GOM-1096m 	ref_mOTU_v2_3170	0	0	0	0	0
Ahrensia sp. R2A130 [ref_mOTU_v2_4897]	Ahrensia sp. R2A130 	ref_mOTU_v2_4897	0	0	0	0	1
Akkermansia muciniphila [ref_mOTU_v2_1301]	Akkermansia muciniphila 	ref_mOTU_v2_1301	1	0	0	0	0
Alcaligenes faecalis [ref_mOTU_v2_0263]	Alcaligenes faecalis 	ref_mOTU_v2_0263	0	0	1	0	0
Alcaligenes faecalis [ref_mOTU_v2_0264]	Alcaligenes faecalis 	ref_mOTU_v2_0264	0	0	0	0	1
Alcaligenes faecalis [ref_mOTU_v2_2331]	Alcaligenes faecalis 	ref_mOTU_v2_2331	0	0	0	0	1
Alcanivorax borkumensis [ref_mOTU_v2_1177]	Alcanivorax borkumensis 	ref_mOTU_v2_1177	0	0	0	0	1
Alcanivorax dieselolei [ref_mOTU_v2_1107]	Alcanivorax dieselolei 	ref_mOTU_v2_1107	0	0	0	0	1
Alcanivorax hongdengensis [ref_mOTU_v2_2411]	Alcanivorax hongdengensis 	ref_mOTU_v2_2411	0	0	0	0	1
Alcanivorax jadensis [ref_mOTU_v2_2412]	Alcanivorax jadensis 	ref_mOTU_v2_2412	0	0	0	0	1
Alcanivorax nanhaiticus [ref_mOTU_v2_2410]	Alcanivorax nanhaiticus 	ref_mOTU_v2_2410	0	0	0	0	1
Alcanivorax pacificus [ref_mOTU_v2_4155]	Alcanivorax pacificus 	ref_mOTU_v2_4155	0	0	0	0	1
Alcanivorax sp. [ref_mOTU_v2_1106]	Alcanivorax sp. 	ref_mOTU_v2_1106	0	0	0	0	0
Alcanivorax sp. DG881 [ref_mOTU_v2_3807]	Alcanivorax sp. DG881 	ref_mOTU_v2_3807	0	0	0	0	1
Alcanivorax sp. P2S70 [ref_mOTU_v2_3247]	Alcanivorax sp. P2S70 	ref_mOTU_v2_3247	0	0	0	0	0
Algibacter lectus [ref_mOTU_v2_1298]	Algibacter lectus 	ref_mOTU_v2_1298	0	0	1	0	0
Algicola sagamiensis [ref_mOTU_v2_1852]	Algicola sagamiensis 	ref_mOTU_v2_1852	0	0	0	0	1
Algiphilus aromaticivorans [ref_mOTU_v2_3366]	Algiphilus aromaticivorans 	ref_mOTU_v2_3366	0	0	0	0	1
Algoriphagus machipongonensis [ref_mOTU_v2_4129]	Algoriphagus machipongonensis 	ref_mOTU_v2_4129	0	0	0	0	1
Algoriphagus mannitolivorans [ref_mOTU_v2_1853]	Algoriphagus mannitolivorans 	ref_mOTU_v2_1853	0	0	0	0	1
Algoriphagus marincola [ref_mOTU_v2_1854]	Algoriphagus marincola 	ref_mOTU_v2_1854	0	0	0	0	1
Algoriphagus marincola [ref_mOTU_v2_3010]	Algoriphagus marincola 	ref_mOTU_v2_3010	0	0	0	0	1
Algoriphagus terrigena [ref_mOTU_v2_1855]	Algoriphagus terrigena 	ref_mOTU_v2_1855	0	0	0	0	1
Algoriphagus vanfongensis [ref_mOTU_v2_1856]	Algoriphagus vanfongensis 	ref_mOTU_v2_1856	0	0	0	0	1
Aliagarivorans taiwanensis [ref_mOTU_v2_1857]	Aliagarivorans taiwanensis 	ref_mOTU_v2_1857	0	0	1	0	0
Alicycliphilus denitrificans [ref_mOTU_v2_1455]	Alicycliphilus denitrificans 	ref_mOTU_v2_1455	0	0	1	0	0
Alicyclobacillus acidocaldarius [ref_mOTU_v2_1418]	Alicyclobacillus acidocaldarius 	ref_mOTU_v2_1418	0	0	0	0	1
Alicyclobacillus acidocaldarius [ref_mOTU_v2_1661]	Alicyclobacillus acidocaldarius 	ref_mOTU_v2_1661	0	0	0	0	1
Alicyclobacillus acidoterrestris [ref_mOTU_v2_3138]	Alicyclobacillus acidoterrestris 	ref_mOTU_v2_3138	0	0	0	0	1
Alicyclobacillus contaminans [ref_mOTU_v2_1858]	Alicyclobacillus contaminans 	ref_mOTU_v2_1858	0	0	0	0	1
Alicyclobacillus herbarius [ref_mOTU_v2_1859]	Alicyclobacillus herbarius 	ref_mOTU_v2_1859	0	0	0	0	1
Alicyclobacillus hesperidum [ref_mOTU_v2_2489]	Alicyclobacillus hesperidum 	ref_mOTU_v2_2489	0	0	0	0	1
Alicyclobacillus macrosporangiidus [ref_mOTU_v2_3186]	Alicyclobacillus macrosporangiidus 	ref_mOTU_v2_3186	0	0	0	0	1
Alicyclobacillus pomorum [ref_mOTU_v2_1788]	Alicyclobacillus pomorum 	ref_mOTU_v2_1788	0	0	0	0	1
Aliiglaciecola lipolytica [ref_mOTU_v2_2242]	Aliiglaciecola lipolytica 	ref_mOTU_v2_2242	0	0	0	0	1
Aliihoeflea sp. 2WW [ref_mOTU_v2_3182]	Aliihoeflea sp. 2WW 	ref_mOTU_v2_3182	0	0	0	0	1
Aliivibrio fischeri [ref_mOTU_v2_0321]	Aliivibrio fischeri 	ref_mOTU_v2_0321	0	0	1	0	0
Aliivibrio salmonicida/logei [ref_mOTU_v2_0962]	Aliivibrio salmonicida/logei 	ref_mOTU_v2_0962	0	0	1	0	0
Alishewanella aestuarii/jeotgali [ref_mOTU_v2_0564]	Alishewanella aestuarii/jeotgali 	ref_mOTU_v2_0564	0	0	1	0	0
Alishewanella agri [ref_mOTU_v2_0565]	Alishewanella agri 	ref_mOTU_v2_0565	0	0	0	0	1
Alistipes finegoldii [ref_mOTU_v2_1481]	Alistipes finegoldii 	ref_mOTU_v2_1481	1	0	0	0	0
Alistipes indistinctus [ref_mOTU_v2_4879]	Alistipes indistinctus 	ref_mOTU_v2_4879	1	0	0	0	0
Alistipes inops [ref_mOTU_v2_3597]	Alistipes inops 	ref_mOTU_v2_3597	1	0	0	0	0
Alistipes obesi [ref_mOTU_v2_1825]	Alistipes obesi 	ref_mOTU_v2_1825	1	0	0	0	0
Alistipes onderdonkii [ref_mOTU_v2_0775]	Alistipes onderdonkii 	ref_mOTU_v2_0775	1	0	0	0	0
Alistipes putredinis [ref_mOTU_v2_4266]	Alistipes putredinis 	ref_mOTU_v2_4266	1	0	0	0	0
Alistipes senegalensis [ref_mOTU_v2_1594]	Alistipes senegalensis 	ref_mOTU_v2_1594	1	0	0	0	0
Alistipes shahii [ref_mOTU_v2_4873]	Alistipes shahii 	ref_mOTU_v2_4873	1	0	0	0	0
Alistipes sp. An31A [meta_mOTU_v2_6154]	Alistipes sp. An31A 	meta_mOTU_v2_6154	#N/A	#N/A	#N/A	#N/A	#N/A
Alistipes sp. CAG:831 [meta_mOTU_v2_6227]	Alistipes sp. CAG:831 	meta_mOTU_v2_6227	#N/A	#N/A	#N/A	#N/A	#N/A
Alistipes sp. CAG:831 [meta_mOTU_v2_6356]	Alistipes sp. CAG:831 	meta_mOTU_v2_6356	#N/A	#N/A	#N/A	#N/A	#N/A
Alistipes sp. CAG:831 [meta_mOTU_v2_7041]	Alistipes sp. CAG:831 	meta_mOTU_v2_7041	#N/A	#N/A	#N/A	#N/A	#N/A
Alistipes timonensis [ref_mOTU_v2_1593]	Alistipes timonensis 	ref_mOTU_v2_1593	1	0	0	0	0
Alkalibacterium sp. AK22 [ref_mOTU_v2_2656]	Alkalibacterium sp. AK22 	ref_mOTU_v2_2656	0	0	0	0	0
Alkaliflexus imshenetskii [ref_mOTU_v2_5169]	Alkaliflexus imshenetskii 	ref_mOTU_v2_5169	1	0	0	0	0
Alkalilimnicola ehrlichii [ref_mOTU_v2_3726]	Alkalilimnicola ehrlichii 	ref_mOTU_v2_3726	0	0	1	0	0
Alkaliphilus metalliredigens [ref_mOTU_v2_3911]	Alkaliphilus metalliredigens 	ref_mOTU_v2_3911	1	0	0	0	0
Alkaliphilus oremlandii [ref_mOTU_v2_4059]	Alkaliphilus oremlandii 	ref_mOTU_v2_4059	1	0	0	0	0
Alkaliphilus transvaalensis [ref_mOTU_v2_3300]	Alkaliphilus transvaalensis 	ref_mOTU_v2_3300	1	0	0	0	0
Alkanindiges illinoisensis [ref_mOTU_v2_1861]	Alkanindiges illinoisensis 	ref_mOTU_v2_1861	0	0	0	0	1
Allobaculum stercoricanis [ref_mOTU_v2_1667]	Allobaculum stercoricanis 	ref_mOTU_v2_1667	1	0	0	0	0
Allochromatium vinosum [ref_mOTU_v2_4529]	Allochromatium vinosum 	ref_mOTU_v2_4529	0	0	1	0	0
Allofustis seminis [ref_mOTU_v2_1862]	Allofustis seminis 	ref_mOTU_v2_1862	0	0	1	0	0
Alloiococcus otitis [ref_mOTU_v2_5088]	Alloiococcus otitis 	ref_mOTU_v2_5088	0	0	0	0	0
Allokutzneria albata [ref_mOTU_v2_3768]	Allokutzneria albata 	ref_mOTU_v2_3768	0	0	0	0	1
Alloprevotella rava [ref_mOTU_v2_4774]	Alloprevotella rava 	ref_mOTU_v2_4774	1	0	0	0	0
Alloprevotella tannerae [ref_mOTU_v2_4636]	Alloprevotella tannerae 	ref_mOTU_v2_4636	1	0	0	0	0
Alloscardovia criceti [ref_mOTU_v2_2059]	Alloscardovia criceti 	ref_mOTU_v2_2059	0	0	1	0	0
Alloscardovia omnicolens [ref_mOTU_v2_0446]	Alloscardovia omnicolens 	ref_mOTU_v2_0446	1	0	0	0	0
alpha proteobacterium BAL199 [ref_mOTU_v2_4024]	alpha proteobacterium BAL199 	ref_mOTU_v2_4024	0	0	0	0	0
alpha proteobacterium HIMB114 [meta_mOTU_v2_5812]	alpha proteobacterium HIMB114 	meta_mOTU_v2_5812	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB114 [meta_mOTU_v2_6199]	alpha proteobacterium HIMB114 	meta_mOTU_v2_6199	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB114 [meta_mOTU_v2_7254]	alpha proteobacterium HIMB114 	meta_mOTU_v2_7254	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB114 [ref_mOTU_v2_4793]	alpha proteobacterium HIMB114 	ref_mOTU_v2_4793	0	0	0	0	0
alpha proteobacterium HIMB5 [ref_mOTU_v2_5006]	alpha proteobacterium HIMB5 	ref_mOTU_v2_5006	0	0	0	0	0
alpha proteobacterium HIMB59 [meta_mOTU_v2_5615]	alpha proteobacterium HIMB59 	meta_mOTU_v2_5615	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB59 [meta_mOTU_v2_5664]	alpha proteobacterium HIMB59 	meta_mOTU_v2_5664	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB59 [meta_mOTU_v2_6434]	alpha proteobacterium HIMB59 	meta_mOTU_v2_6434	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB59 [meta_mOTU_v2_7000]	alpha proteobacterium HIMB59 	meta_mOTU_v2_7000	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB59 [meta_mOTU_v2_7665]	alpha proteobacterium HIMB59 	meta_mOTU_v2_7665	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB59 [meta_mOTU_v2_7783]	alpha proteobacterium HIMB59 	meta_mOTU_v2_7783	#N/A	#N/A	#N/A	#N/A	#N/A
alpha proteobacterium HIMB59 [ref_mOTU_v2_4899]	alpha proteobacterium HIMB59 	ref_mOTU_v2_4899	0	0	0	0	0
alpha proteobacterium IMCC14465 [ref_mOTU_v2_2600]	alpha proteobacterium IMCC14465 	ref_mOTU_v2_2600	0	0	0	0	0
alpha proteobacterium JLT2015 [ref_mOTU_v2_2697]	alpha proteobacterium JLT2015 	ref_mOTU_v2_2697	0	0	0	0	0
alpha proteobacterium L41A [ref_mOTU_v2_2648]	alpha proteobacterium L41A 	ref_mOTU_v2_2648	0	0	0	0	0
alpha proteobacterium Mf 1.05b.01 [ref_mOTU_v2_2910]	alpha proteobacterium Mf 1.05b.01 	ref_mOTU_v2_2910	0	0	0	0	0
alpha proteobacterium Q-1 [ref_mOTU_v2_3568]	alpha proteobacterium Q-1 	ref_mOTU_v2_3568	0	0	0	0	0
alpha proteobacterium RS24 [ref_mOTU_v2_3249]	alpha proteobacterium RS24 	ref_mOTU_v2_3249	0	0	0	0	1
alpha proteobacterium SCGC AAA015-N04 [ref_mOTU_v2_5224]	alpha proteobacterium SCGC AAA015-N04 	ref_mOTU_v2_5224	0	0	0	0	0
alpha proteobacterium SCGC AAA027-C06 [ref_mOTU_v2_5219]	alpha proteobacterium SCGC AAA027-C06 	ref_mOTU_v2_5219	0	0	0	0	0
alpha proteobacterium SCGC AAA240-E13 [ref_mOTU_v2_5225]	alpha proteobacterium SCGC AAA240-E13 	ref_mOTU_v2_5225	0	0	0	0	0
alpha proteobacterium SCGC AAA280-P20 [ref_mOTU_v2_5220]	alpha proteobacterium SCGC AAA280-P20 	ref_mOTU_v2_5220	0	0	0	0	0
alpha proteobacterium SCGC AAA288-G21 [ref_mOTU_v2_5226]	alpha proteobacterium SCGC AAA288-G21 	ref_mOTU_v2_5226	0	0	0	0	0
alpha proteobacterium SCGC AAA288-N07 [ref_mOTU_v2_5227]	alpha proteobacterium SCGC AAA288-N07 	ref_mOTU_v2_5227	0	0	0	0	0
alpha proteobacterium SCGC AAA536-G10 [ref_mOTU_v2_1573]	alpha proteobacterium SCGC AAA536-G10 	ref_mOTU_v2_1573	0	0	0	0	0
alpha proteobacterium SCGC AAA536-K22 [ref_mOTU_v2_1574]	alpha proteobacterium SCGC AAA536-K22 	ref_mOTU_v2_1574	0	0	0	0	0
Alteromonadaceae sp. [ref_mOTU_v2_0553]	Alteromonadaceae sp. 	ref_mOTU_v2_0553	0	0	0	0	1
Alteromonadales sp. [ref_mOTU_v2_0422]	Alteromonadales sp. 	ref_mOTU_v2_0422	0	0	0	0	1
Alteromonas australica [ref_mOTU_v2_4587]	Alteromonas australica 	ref_mOTU_v2_4587	0	0	0	0	1
Alteromonas macleodii [ref_mOTU_v2_0060]	Alteromonas macleodii 	ref_mOTU_v2_0060	0	0	0	0	1
Alteromonas macleodii [ref_mOTU_v2_1556]	Alteromonas macleodii 	ref_mOTU_v2_1556	0	0	0	0	1
Alteromonas mediterranea [ref_mOTU_v2_0059]	Alteromonas mediterranea 	ref_mOTU_v2_0059	0	0	0	0	1
Alteromonas naphthalenivorans [ref_mOTU_v2_4863]	Alteromonas naphthalenivorans 	ref_mOTU_v2_4863	0	0	0	0	1
Alteromonas sp. ALT199 [ref_mOTU_v2_2979]	Alteromonas sp. ALT199 	ref_mOTU_v2_2979	0	0	0	0	1
Alteromonas sp. LOR [ref_mOTU_v2_1273]	Alteromonas sp. LOR 	ref_mOTU_v2_1273	0	0	0	0	1
Altibacter lentus [ref_mOTU_v2_2605]	Altibacter lentus 	ref_mOTU_v2_2605	0	0	0	0	1
Alysiella crassa [ref_mOTU_v2_1863]	Alysiella crassa 	ref_mOTU_v2_1863	0	0	1	0	0
Aminicenantes sp. [ref_mOTU_v2_0203]	Aminicenantes sp. 	ref_mOTU_v2_0203	0	0	0	0	0
Aminiphilus circumscriptus [ref_mOTU_v2_3000]	Aminiphilus circumscriptus 	ref_mOTU_v2_3000	1	0	0	0	0
Aminobacter sp. J41 [ref_mOTU_v2_5196]	Aminobacter sp. J41 	ref_mOTU_v2_5196	0	0	0	0	0
Aminobacterium colombiense [ref_mOTU_v2_4535]	Aminobacterium colombiense 	ref_mOTU_v2_4535	1	0	0	0	0
Aminobacterium mobile [ref_mOTU_v2_3001]	Aminobacterium mobile 	ref_mOTU_v2_3001	1	0	0	0	0
Aminomonas paucivorans [ref_mOTU_v2_4570]	Aminomonas paucivorans 	ref_mOTU_v2_4570	1	0	0	0	0
Ammonifex degensii [ref_mOTU_v2_4237]	Ammonifex degensii 	ref_mOTU_v2_4237	1	0	0	0	0
Amorphus coralli [ref_mOTU_v2_1864]	Amorphus coralli 	ref_mOTU_v2_1864	0	0	0	0	0
Amphibacillus jilinensis [ref_mOTU_v2_4510]	Amphibacillus jilinensis 	ref_mOTU_v2_4510	1	0	0	0	0
Amphibacillus xylanus [ref_mOTU_v2_4828]	Amphibacillus xylanus 	ref_mOTU_v2_4828	0	0	1	0	0
Amphritea japonica [ref_mOTU_v2_2870]	Amphritea japonica 	ref_mOTU_v2_2870	0	0	0	0	0
Amycolatopsis balhimycina [ref_mOTU_v2_1729]	Amycolatopsis balhimycina 	ref_mOTU_v2_1729	0	0	0	0	1
Amycolatopsis benzoatilytica [ref_mOTU_v2_1728]	Amycolatopsis benzoatilytica 	ref_mOTU_v2_1728	0	0	0	0	1
Amycolatopsis jejuensis [ref_mOTU_v2_4018]	Amycolatopsis jejuensis 	ref_mOTU_v2_4018	0	0	0	0	0
Amycolatopsis mediterranei [ref_mOTU_v2_0846]	Amycolatopsis mediterranei 	ref_mOTU_v2_0846	0	0	0	0	1
Amycolatopsis methanolica/thermoflava [ref_mOTU_v2_0258]	Amycolatopsis methanolica/thermoflava 	ref_mOTU_v2_0258	0	0	0	0	1
Amycolatopsis nigrescens [ref_mOTU_v2_1684]	Amycolatopsis nigrescens 	ref_mOTU_v2_1684	0	0	0	0	1
Amycolatopsis orientalis [ref_mOTU_v2_2237]	Amycolatopsis orientalis 	ref_mOTU_v2_2237	0	0	0	0	0
Amycolatopsis rifamycinica [ref_mOTU_v2_3892]	Amycolatopsis rifamycinica 	ref_mOTU_v2_3892	0	0	0	0	1
Amycolatopsis sp. [ref_mOTU_v2_0554]	Amycolatopsis sp. 	ref_mOTU_v2_0554	0	0	0	0	1
Amycolatopsis vancoresmycina [ref_mOTU_v2_3767]	Amycolatopsis vancoresmycina 	ref_mOTU_v2_3767	0	0	0	0	0
Anabaena cylindrica [ref_mOTU_v2_3865]	Anabaena cylindrica 	ref_mOTU_v2_3865	0	0	0	0	1
Anabaena sp. 90 [ref_mOTU_v2_4295]	Anabaena sp. 90 	ref_mOTU_v2_4295	0	0	0	0	1
Anabaena sp. PCC 7108 [ref_mOTU_v2_3701]	Anabaena sp. PCC 7108 	ref_mOTU_v2_3701	0	0	0	0	0
Anabaena variabilis [ref_mOTU_v2_3814]	Anabaena variabilis 	ref_mOTU_v2_3814	0	0	0	0	1
Anaerobaculum hydrogeniformans [ref_mOTU_v2_4596]	Anaerobaculum hydrogeniformans 	ref_mOTU_v2_4596	1	0	0	0	0
Anaerobaculum mobile [ref_mOTU_v2_5121]	Anaerobaculum mobile 	ref_mOTU_v2_5121	1	0	0	0	0
Anaerobiospirillum succiniciproducens [ref_mOTU_v2_1865]	Anaerobiospirillum succiniciproducens 	ref_mOTU_v2_1865	1	0	0	0	0
Anaerococcus hydrogenalis [ref_mOTU_v2_1442]	Anaerococcus hydrogenalis 	ref_mOTU_v2_1442	1	0	0	0	0
Anaerococcus lactolyticus [ref_mOTU_v2_0990]	Anaerococcus lactolyticus 	ref_mOTU_v2_0990	1	0	0	0	0
Anaerococcus obesiensis/vaginalis [ref_mOTU_v2_0429]	Anaerococcus obesiensis/vaginalis 	ref_mOTU_v2_0429	1	0	0	0	0
Anaerococcus prevotii [ref_mOTU_v2_4433]	Anaerococcus prevotii 	ref_mOTU_v2_4433	1	0	0	0	0
Anaerococcus prevotii [ref_mOTU_v2_5066]	Anaerococcus prevotii 	ref_mOTU_v2_5066	1	0	0	0	0
Anaerococcus provenciensis [ref_mOTU_v2_5217]	Anaerococcus provenciensis 	ref_mOTU_v2_5217	1	0	0	0	0
Anaerococcus senegalensis [ref_mOTU_v2_1595]	Anaerococcus senegalensis 	ref_mOTU_v2_1595	1	0	0	0	0
Anaerococcus sp. PH9 [ref_mOTU_v2_1821]	Anaerococcus sp. PH9 	ref_mOTU_v2_1821	1	0	0	0	0
Anaerococcus tetradius [ref_mOTU_v2_4419]	Anaerococcus tetradius 	ref_mOTU_v2_4419	1	0	0	0	0
Anaerofustis stercorihominis [ref_mOTU_v2_4267]	Anaerofustis stercorihominis 	ref_mOTU_v2_4267	1	0	0	0	0
Anaeroglobus geminatus [ref_mOTU_v2_5013]	Anaeroglobus geminatus 	ref_mOTU_v2_5013	1	0	0	0	0
Anaerolinea thermophila [ref_mOTU_v2_5165]	Anaerolinea thermophila 	ref_mOTU_v2_5165	1	0	0	0	0
Anaeromassilibacillus sp. An172 [meta_mOTU_v2_6200]	Anaeromassilibacillus sp. An172 	meta_mOTU_v2_6200	#N/A	#N/A	#N/A	#N/A	#N/A
Anaeromassilibacillus sp. An200 [meta_mOTU_v2_6051]	Anaeromassilibacillus sp. An200 	meta_mOTU_v2_6051	#N/A	#N/A	#N/A	#N/A	#N/A
Anaeromyxobacter dehalogenans [ref_mOTU_v2_1329]	Anaeromyxobacter dehalogenans 	ref_mOTU_v2_1329	1	0	0	0	0
Anaeromyxobacter sp. Fw109-5 [ref_mOTU_v2_4194]	Anaeromyxobacter sp. Fw109-5 	ref_mOTU_v2_4194	1	0	0	0	0
Anaerophaga thermohalophila [ref_mOTU_v2_5098]	Anaerophaga thermohalophila 	ref_mOTU_v2_5098	1	0	0	0	0
Anaerosalibacter sp. ND1 [ref_mOTU_v2_3113]	Anaerosalibacter sp. ND1 	ref_mOTU_v2_3113	0	0	0	0	0
Anaerostipes caccae [ref_mOTU_v2_1381]	Anaerostipes caccae 	ref_mOTU_v2_1381	1	0	0	0	0
Anaerostipes hadrus [ref_mOTU_v2_1309]	Anaerostipes hadrus 	ref_mOTU_v2_1309	1	0	0	0	0
Anaerotruncus colihominis [ref_mOTU_v2_0884]	Anaerotruncus colihominis 	ref_mOTU_v2_0884	1	0	0	0	0
Anaerotruncus sp. [ref_mOTU_v2_2716]	Anaerotruncus sp. 	ref_mOTU_v2_2716	1	0	0	0	0
Anaerotruncus sp. CAG:390 [meta_mOTU_v2_6342]	Anaerotruncus sp. CAG:390 	meta_mOTU_v2_6342	#N/A	#N/A	#N/A	#N/A	#N/A
