mOTU_ID,mOTU_name
ref_mOTU_v2_2870,Amphritea japonica [ref_mOTU_v2_2870]
ref_mOTU_v2_1729,Amycolatopsis balhimycina [ref_mOTU_v2_1729]
ref_mOTU_v2_1728,Amycolatopsis benzoatilytica [ref_mOTU_v2_1728]
ref_mOTU_v2_4018,Amycolatopsis jejuensis [ref_mOTU_v2_4018]
ref_mOTU_v2_0846,Amycolatopsis mediterranei [ref_mOTU_v2_0846]
ref_mOTU_v2_0258,Amycolatopsis methanolica/thermoflava [ref_mOTU_v2_0258]
ref_mOTU_v2_1684,Amycolatopsis nigrescens [ref_mOTU_v2_1684]
ref_mOTU_v2_2237,Amycolatopsis orientalis [ref_mOTU_v2_2237]
ref_mOTU_v2_3892,Amycolatopsis rifamycinica [ref_mOTU_v2_3892]
ref_mOTU_v2_0554,Amycolatopsis sp. [ref_mOTU_v2_0554]
ref_mOTU_v2_3767,Amycolatopsis vancoresmycina [ref_mOTU_v2_3767]
ref_mOTU_v2_3865,Anabaena cylindrica [ref_mOTU_v2_3865]
ref_mOTU_v2_4295,Anabaena sp. 90 [ref_mOTU_v2_4295]
ref_mOTU_v2_3701,Anabaena sp. PCC 7108 [ref_mOTU_v2_3701]
ref_mOTU_v2_3814,Anabaena variabilis [ref_mOTU_v2_3814]
ref_mOTU_v2_4596,Anaerobaculum hydrogeniformans [ref_mOTU_v2_4596]
ref_mOTU_v2_5121,Anaerobaculum mobile [ref_mOTU_v2_5121]
ref_mOTU_v2_1865,Anaerobiospirillum succiniciproducens [ref_mOTU_v2_1865]
ref_mOTU_v2_1442,Anaerococcus hydrogenalis [ref_mOTU_v2_1442]
ref_mOTU_v2_0990,Anaerococcus lactolyticus [ref_mOTU_v2_0990]
ref_mOTU_v2_0429,Anaerococcus obesiensis/vaginalis [ref_mOTU_v2_0429]
ref_mOTU_v2_4433,Anaerococcus prevotii [ref_mOTU_v2_4433]
ref_mOTU_v2_5066,Anaerococcus prevotii [ref_mOTU_v2_5066]
ref_mOTU_v2_5217,Anaerococcus provenciensis [ref_mOTU_v2_5217]
ref_mOTU_v2_1595,Anaerococcus senegalensis [ref_mOTU_v2_1595]
ref_mOTU_v2_1821,Anaerococcus sp. PH9 [ref_mOTU_v2_1821]
ref_mOTU_v2_4419,Anaerococcus tetradius [ref_mOTU_v2_4419]
ref_mOTU_v2_4267,Anaerofustis stercorihominis [ref_mOTU_v2_4267]
ref_mOTU_v2_5013,Anaeroglobus geminatus [ref_mOTU_v2_5013]
ref_mOTU_v2_5165,Anaerolinea thermophila [ref_mOTU_v2_5165]
meta_mOTU_v2_6200,Anaeromassilibacillus sp. An172 [meta_mOTU_v2_6200]
meta_mOTU_v2_6051,Anaeromassilibacillus sp. An200 [meta_mOTU_v2_6051]
ref_mOTU_v2_1329,Anaeromyxobacter dehalogenans [ref_mOTU_v2_1329]
ref_mOTU_v2_4194,Anaeromyxobacter sp. Fw109-5 [ref_mOTU_v2_4194]
ref_mOTU_v2_5098,Anaerophaga thermohalophila [ref_mOTU_v2_5098]
ref_mOTU_v2_3113,Anaerosalibacter sp. ND1 [ref_mOTU_v2_3113]
ref_mOTU_v2_1381,Anaerostipes caccae [ref_mOTU_v2_1381]
ref_mOTU_v2_1309,Anaerostipes hadrus [ref_mOTU_v2_1309]
ref_mOTU_v2_0884,Anaerotruncus colihominis [ref_mOTU_v2_0884]
meta_mOTU_v2_6342,Anaerotruncus sp. CAG:390 [meta_mOTU_v2_6342]
meta_mOTU_v2_6887,Anaerotruncus sp. CAG:390 [meta_mOTU_v2_6887]
meta_mOTU_v2_6377,Anaerotruncus sp. CAG:528 [meta_mOTU_v2_6377]
meta_mOTU_v2_7471,Anaerotruncus sp. CAG:528 [meta_mOTU_v2_7471]
ref_mOTU_v2_2716,Anaerotruncus sp. [ref_mOTU_v2_2716]
ref_mOTU_v2_3301,Anaerovibrio lipolyticus [ref_mOTU_v2_3301]
ref_mOTU_v2_2491,Anaerovibrio sp. RM50 [ref_mOTU_v2_2491]
ref_mOTU_v2_1866,Anaerovorax odorimutans [ref_mOTU_v2_1866]
ref_mOTU_v2_0008,Anaplasma marginale [ref_mOTU_v2_0008]
ref_mOTU_v2_0714,Anaplasma phagocytophilum [ref_mOTU_v2_0714]
ref_mOTU_v2_1662,Anditalea andensis [ref_mOTU_v2_1662]
ref_mOTU_v2_1867,Andreprevotia chitinilytica [ref_mOTU_v2_1867]
ref_mOTU_v2_4706,Aneurinibacillus aneurinilyticus [ref_mOTU_v2_4706]
ref_mOTU_v2_1041,Anoxybacillus flavithermus [ref_mOTU_v2_1041]
ref_mOTU_v2_2836,Anoxybacillus flavithermus [ref_mOTU_v2_2836]
ref_mOTU_v2_2966,Anoxybacillus flavithermus [ref_mOTU_v2_2966]
ref_mOTU_v2_3178,Anoxybacillus flavithermus [ref_mOTU_v2_3178]
ref_mOTU_v2_0798,Anoxybacillus gonensis/kamchatkensis [ref_mOTU_v2_0798]
ref_mOTU_v2_3644,Anoxybacillus sp. [ref_mOTU_v2_3644]
ref_mOTU_v2_3191,Anoxybacillus tepidamans [ref_mOTU_v2_3191]
ref_mOTU_v2_3653,Aquabacterium sp. NJ1 [ref_mOTU_v2_3653]
ref_mOTU_v2_4811,Aquamicrobium defluvii [ref_mOTU_v2_4811]
ref_mOTU_v2_1868,Aquaspirillum serpens [ref_mOTU_v2_1868]
ref_mOTU_v2_3791,Aquifex aeolicus [ref_mOTU_v2_3791]
ref_mOTU_v2_4631,Aquimarina agarilytica [ref_mOTU_v2_4631]
ref_mOTU_v2_5263,Aquimarina agarivorans [ref_mOTU_v2_5263]
ref_mOTU_v2_3032,Aquimarina atlantica [ref_mOTU_v2_3032]
ref_mOTU_v2_3422,Aquimarina macrocephali [ref_mOTU_v2_3422]
ref_mOTU_v2_2961,Aquimarina megaterium [ref_mOTU_v2_2961]
ref_mOTU_v2_1869,Aquimarina muelleri [ref_mOTU_v2_1869]
ref_mOTU_v2_2960,Aquimarina pacifica [ref_mOTU_v2_2960]
ref_mOTU_v2_4686,Arcanobacterium haemolyticum [ref_mOTU_v2_4686]
ref_mOTU_v2_2597,Arcanobacterium sp. S3PF19 [ref_mOTU_v2_2597]
ref_mOTU_v2_1082,Archaeoglobus fulgidus [ref_mOTU_v2_1082]
ref_mOTU_v2_4534,Archaeoglobus profundus [ref_mOTU_v2_4534]
ref_mOTU_v2_4125,Archaeoglobus sulfaticallidus [ref_mOTU_v2_4125]
ref_mOTU_v2_4814,Archaeoglobus veneficus [ref_mOTU_v2_4814]
ref_mOTU_v2_0153,Arcobacter butzleri [ref_mOTU_v2_0153]
ref_mOTU_v2_3416,Arcobacter cibarius [ref_mOTU_v2_3416]
ref_mOTU_v2_1097,Arcobacter lanthieri [ref_mOTU_v2_1097]
ref_mOTU_v2_4532,Arcobacter nitrofigilis [ref_mOTU_v2_4532]
ref_mOTU_v2_1096,Arcobacter sp. AF1028 [ref_mOTU_v2_1096]
ref_mOTU_v2_5243,Arcobacter sp. L [ref_mOTU_v2_5243]
ref_mOTU_v2_2318,Arcticibacter svalbardensis [ref_mOTU_v2_2318]
ref_mOTU_v2_4630,Arenibacter algicola [ref_mOTU_v2_4630]
ref_mOTU_v2_1870,Arenibacter certesii [ref_mOTU_v2_1870]
ref_mOTU_v2_1871,Arenibacter latericius [ref_mOTU_v2_1871]
ref_mOTU_v2_0448,Arenimonas composti [ref_mOTU_v2_0448]
ref_mOTU_v2_1872,Arenimonas donghaensis [ref_mOTU_v2_1872]
ref_mOTU_v2_3194,Arenimonas malthae [ref_mOTU_v2_3194]
ref_mOTU_v2_3195,Arenimonas metalli [ref_mOTU_v2_3195]
ref_mOTU_v2_0449,Arenimonas oryziterrae [ref_mOTU_v2_0449]
ref_mOTU_v2_2419,Arenitalea lutea [ref_mOTU_v2_2419]
ref_mOTU_v2_1873,Arhodomonas aquaeolei [ref_mOTU_v2_1873]
ref_mOTU_v2_4936,Aromatoleum aromaticum [ref_mOTU_v2_4936]
ref_mOTU_v2_1874,Arsenicicoccus bolidensis [ref_mOTU_v2_1874]
ref_mOTU_v2_2775,Arsenophonus endosymbiont of Nilaparvata lugens [ref_mOTU_v2_2775]
ref_mOTU_v2_1875,Arthrobacter castelli [ref_mOTU_v2_1875]
ref_mOTU_v2_1707,Arthrobacter globiformis [ref_mOTU_v2_1707]
ref_mOTU_v2_4792,Arthrobacter nitrophenolicus [ref_mOTU_v2_4792]
ref_mOTU_v2_1876,Arthrobacter sanguinis [ref_mOTU_v2_1876]
ref_mOTU_v2_2342,Arthrobacter sp. 135MFCol5.1 [ref_mOTU_v2_2342]
ref_mOTU_v2_2324,Arthrobacter sp. 161MFSha2.1 [ref_mOTU_v2_2324]
ref_mOTU_v2_2325,Arthrobacter sp. 162MFSha1.1 [ref_mOTU_v2_2325]
ref_mOTU_v2_1807,Arthrobacter sp. 31Y [ref_mOTU_v2_1807]
ref_mOTU_v2_2263,Arthrobacter sp. 35W [ref_mOTU_v2_2263]
ref_mOTU_v2_4611,Arthrobacter sp. A3 [ref_mOTU_v2_4611]
ref_mOTU_v2_3124,Arthrobacter sp. AK-YN10 [ref_mOTU_v2_3124]
ref_mOTU_v2_3021,Arthrobacter sp. Br18 [ref_mOTU_v2_3021]
ref_mOTU_v2_3899,Arthrobacter sp. FB24 [ref_mOTU_v2_3899]
ref_mOTU_v2_3022,Arthrobacter sp. H14 [ref_mOTU_v2_3022]
ref_mOTU_v2_2838,Arthrobacter sp. H20 [ref_mOTU_v2_2838]
ref_mOTU_v2_2482,Arthrobacter sp. M2012083 [ref_mOTU_v2_2482]
ref_mOTU_v2_1764,Arthrobacter sp. MA-N2 [ref_mOTU_v2_1764]
ref_mOTU_v2_3572,Arthrobacter sp. PAMC 25486 [ref_mOTU_v2_3572]
ref_mOTU_v2_1758,Arthrobacter sp. PAO19 [ref_mOTU_v2_1758]
ref_mOTU_v2_3439,Arthrobacter sp. UNC362MFTsu5.1 [ref_mOTU_v2_3439]
ref_mOTU_v2_0246,Arthrobacter sp. [ref_mOTU_v2_0246]
ref_mOTU_v2_0629,Arthrobacter sp. [ref_mOTU_v2_0629]
ref_mOTU_v2_1397,Arthrospira maxima/platensis [ref_mOTU_v2_1397]
ref_mOTU_v2_1463,Arthrospira platensis [ref_mOTU_v2_1463]
ref_mOTU_v2_2719,Asaia astilbis [ref_mOTU_v2_2719]
ref_mOTU_v2_1112,Asaia platycodi [ref_mOTU_v2_1112]
ref_mOTU_v2_2729,Asaia platycodi [ref_mOTU_v2_2729]
ref_mOTU_v2_2721,Asaia prunellae [ref_mOTU_v2_2721]
ref_mOTU_v2_0450,Asticcacaulis benevestitus [ref_mOTU_v2_0450]
ref_mOTU_v2_4862,Asticcacaulis biprosthecium [ref_mOTU_v2_4862]
ref_mOTU_v2_4539,Asticcacaulis excentricus [ref_mOTU_v2_4539]
ref_mOTU_v2_2907,Asticcacaulis sp. AC402 [ref_mOTU_v2_2907]
ref_mOTU_v2_2906,Asticcacaulis sp. AC460 [ref_mOTU_v2_2906]
ref_mOTU_v2_2908,Asticcacaulis sp. AC466 [ref_mOTU_v2_2908]
ref_mOTU_v2_2909,Asticcacaulis sp. YBE204 [ref_mOTU_v2_2909]
ref_mOTU_v2_3074,Atopobacter phocae [ref_mOTU_v2_3074]
ref_mOTU_v2_0392,Atopobium minutum [ref_mOTU_v2_0392]
ref_mOTU_v2_0741,Atopobium parvulum [ref_mOTU_v2_0741]
ref_mOTU_v2_4404,Atopobium parvulum [ref_mOTU_v2_4404]
ref_mOTU_v2_4485,Atopobium rimae [ref_mOTU_v2_4485]
ref_mOTU_v2_2508,Atopobium sp. [ref_mOTU_v2_2508]
ref_mOTU_v2_3039,Atopobium sp. [ref_mOTU_v2_3039]
meta_mOTU_v2_6666,Atopobium vaginae [meta_mOTU_v2_6666]
ref_mOTU_v2_1421,Atopobium vaginae [ref_mOTU_v2_1421]
ref_mOTU_v2_5035,Atopobium vaginae [ref_mOTU_v2_5035]
ref_mOTU_v2_1877,Atopococcus tabaci [ref_mOTU_v2_1877]
ref_mOTU_v2_0204,Atribacteria sp. [ref_mOTU_v2_0204]
ref_mOTU_v2_0451,Aurantimonas coralicida/manganoxydans [ref_mOTU_v2_0451]
ref_mOTU_v2_1878,Aureimonas ureilytica [ref_mOTU_v2_1878]
ref_mOTU_v2_3028,Aureispira sp. CCB-QB1 [ref_mOTU_v2_3028]
ref_mOTU_v2_2436,Austwickia chelonae [ref_mOTU_v2_2436]
ref_mOTU_v2_0968,Avibacterium paragallinarum [ref_mOTU_v2_0968]
ref_mOTU_v2_0969,Avibacterium paragallinarum [ref_mOTU_v2_0969]
ref_mOTU_v2_4640,Azoarcus sp. BH72 [ref_mOTU_v2_4640]
ref_mOTU_v2_4911,Azoarcus sp. KH32C [ref_mOTU_v2_4911]
ref_mOTU_v2_2803,Azoarcus toluclasticus [ref_mOTU_v2_2803]
ref_mOTU_v2_4243,Azorhizobium caulinodans [ref_mOTU_v2_4243]
ref_mOTU_v2_1623,Azorhizobium doebereinerae [ref_mOTU_v2_1623]
ref_mOTU_v2_4665,Azospira oryzae [ref_mOTU_v2_4665]
ref_mOTU_v2_0253,Azospirillum brasilense [ref_mOTU_v2_0253]
ref_mOTU_v2_1879,Azospirillum halopraeferens [ref_mOTU_v2_1879]
ref_mOTU_v2_3151,Azospirillum lipoferum [ref_mOTU_v2_3151]
ref_mOTU_v2_5017,Azospirillum lipoferum [ref_mOTU_v2_5017]
meta_mOTU_v2_5652,Azospirillum sp. 51_20 [meta_mOTU_v2_5652]
meta_mOTU_v2_5386,Azospirillum sp. CAG:239 [meta_mOTU_v2_5386]
ref_mOTU_v2_0986,Azotobacter vinelandii [ref_mOTU_v2_0986]
ref_mOTU_v2_1881,Azovibrio restrictus [ref_mOTU_v2_1881]
ref_mOTU_v2_0012,Bacillales sp. [ref_mOTU_v2_0012]
ref_mOTU_v2_4263,Bacillus acidiproducens [ref_mOTU_v2_4263]
ref_mOTU_v2_1882,Bacillus aidingensis [ref_mOTU_v2_1882]
ref_mOTU_v2_2738,Bacillus akibai [ref_mOTU_v2_2738]
ref_mOTU_v2_2583,Bacillus alcalophilus [ref_mOTU_v2_2583]
ref_mOTU_v2_3730,Bacillus aquimaris [ref_mOTU_v2_3730]
ref_mOTU_v2_0923,Bacillus atrophaeus [ref_mOTU_v2_0923]
ref_mOTU_v2_0573,Bacillus azotoformans [ref_mOTU_v2_0573]
ref_mOTU_v2_1816,Bacillus bataviensis [ref_mOTU_v2_1816]
ref_mOTU_v2_3302,Bacillus bogoriensis [ref_mOTU_v2_3302]
ref_mOTU_v2_1013,Bacillus boroniphilus [ref_mOTU_v2_1013]
ref_mOTU_v2_4704,Bacillus cellulosilyticus [ref_mOTU_v2_4704]
ref_mOTU_v2_4439,Bacillus cereus [ref_mOTU_v2_4439]
ref_mOTU_v2_1883,Bacillus chagannorensis [ref_mOTU_v2_1883]
ref_mOTU_v2_1206,Bacillus cibi/indicus [ref_mOTU_v2_1206]
ref_mOTU_v2_1476,Bacillus clausii [ref_mOTU_v2_1476]
ref_mOTU_v2_0271,Bacillus coagulans [ref_mOTU_v2_0271]
ref_mOTU_v2_4251,Bacillus coahuilensis [ref_mOTU_v2_4251]
ref_mOTU_v2_3966,Bacillus cytotoxicus [ref_mOTU_v2_3966]
ref_mOTU_v2_2470,Bacillus endophyticus [ref_mOTU_v2_2470]
ref_mOTU_v2_3016,Bacillus firmus [ref_mOTU_v2_3016]
ref_mOTU_v2_3426,Bacillus flexus [ref_mOTU_v2_3426]
ref_mOTU_v2_1884,Bacillus fordii [ref_mOTU_v2_1884]
ref_mOTU_v2_4546,Bacillus gaemokensis [ref_mOTU_v2_4546]
ref_mOTU_v2_1359,Bacillus ginsengihumi [ref_mOTU_v2_1359]
ref_mOTU_v2_3868,Bacillus halodurans [ref_mOTU_v2_3868]
ref_mOTU_v2_2737,Bacillus hemicellulosilyticus [ref_mOTU_v2_2737]
ref_mOTU_v2_3144,Bacillus infantis [ref_mOTU_v2_3144]
ref_mOTU_v2_2772,Bacillus lehensis [ref_mOTU_v2_2772]
ref_mOTU_v2_0558,Bacillus licheniformis/paralicheniformis [ref_mOTU_v2_0558]
ref_mOTU_v2_2273,Bacillus ligniniphilus [ref_mOTU_v2_2273]
ref_mOTU_v2_4547,Bacillus manliponensis [ref_mOTU_v2_4547]
ref_mOTU_v2_2733,Bacillus mannanilyticus [ref_mOTU_v2_2733]
ref_mOTU_v2_0735,Bacillus marmarensis/pseudofirmus [ref_mOTU_v2_0735]
ref_mOTU_v2_2554,Bacillus massilioanorexius [ref_mOTU_v2_2554]
ref_mOTU_v2_2758,Bacillus massiliogorillae [ref_mOTU_v2_2758]
ref_mOTU_v2_1607,Bacillus massiliosenegalensis [ref_mOTU_v2_1607]
ref_mOTU_v2_3120,Bacillus megaterium [ref_mOTU_v2_3120]
ref_mOTU_v2_1505,Bacillus methanolicus [ref_mOTU_v2_1505]
ref_mOTU_v2_5289,Bacillus methanolicus [ref_mOTU_v2_5289]
ref_mOTU_v2_0220,Bacillus mojavensis [ref_mOTU_v2_0220]
ref_mOTU_v2_3273,Bacillus mycoides [ref_mOTU_v2_3273]
ref_mOTU_v2_5033,Bacillus niacini [ref_mOTU_v2_5033]
ref_mOTU_v2_0751,Bacillus oceanisediminis [ref_mOTU_v2_0751]
ref_mOTU_v2_4025,Bacillus okhensis [ref_mOTU_v2_4025]
ref_mOTU_v2_2404,Bacillus psychrosaccharolyticus [ref_mOTU_v2_2404]
ref_mOTU_v2_0721,Bacillus pumilus [ref_mOTU_v2_0721]
ref_mOTU_v2_0720,Bacillus pumilus/safensis [ref_mOTU_v2_0720]
ref_mOTU_v2_3580,Bacillus rubiinfantis [ref_mOTU_v2_3580]
ref_mOTU_v2_4244,Bacillus selenitireducens [ref_mOTU_v2_4244]
ref_mOTU_v2_3267,Bacillus simplex [ref_mOTU_v2_3267]
ref_mOTU_v2_4737,Bacillus smithii [ref_mOTU_v2_4737]
ref_mOTU_v2_0844,Bacillus sonorensis [ref_mOTU_v2_0844]
ref_mOTU_v2_2382,Bacillus sp. 123MFChir2 [ref_mOTU_v2_2382]
ref_mOTU_v2_4743,Bacillus sp. 1NLA3E [ref_mOTU_v2_4743]
meta_mOTU_v2_6706,Bacillus sp. CAG:988 [meta_mOTU_v2_6706]
ref_mOTU_v2_2418,Bacillus sp. DW5-4 [ref_mOTU_v2_2418]
ref_mOTU_v2_3108,Bacillus sp. EB01 [ref_mOTU_v2_3108]
ref_mOTU_v2_3111,Bacillus sp. FF3 [ref_mOTU_v2_3111]
ref_mOTU_v2_3112,Bacillus sp. FF4 [ref_mOTU_v2_3112]
ref_mOTU_v2_5199,Bacillus sp. J33 [ref_mOTU_v2_5199]
ref_mOTU_v2_5200,Bacillus sp. J37 [ref_mOTU_v2_5200]
ref_mOTU_v2_3503,Bacillus sp. JCE [ref_mOTU_v2_3503]
ref_mOTU_v2_3500,Bacillus sp. JCM 19047 [ref_mOTU_v2_3500]
ref_mOTU_v2_3583,Bacillus sp. KW-12 [ref_mOTU_v2_3583]
ref_mOTU_v2_3284,Bacillus sp. MB2021 [ref_mOTU_v2_3284]
ref_mOTU_v2_1689,Bacillus sp. NSP22.2 [ref_mOTU_v2_1689]
ref_mOTU_v2_3377,Bacillus sp. SJS [ref_mOTU_v2_3377]
ref_mOTU_v2_3469,Bacillus sp. TS-2 [ref_mOTU_v2_3469]
ref_mOTU_v2_3086,Bacillus sp. UNC438CL73TsuS30 [ref_mOTU_v2_3086]
ref_mOTU_v2_2980,Bacillus sp. URHB0009 [ref_mOTU_v2_2980]
ref_mOTU_v2_0078,Bacillus sp. [ref_mOTU_v2_0078]
ref_mOTU_v2_0233,Bacillus sp. [ref_mOTU_v2_0233]
ref_mOTU_v2_0234,Bacillus sp. [ref_mOTU_v2_0234]
ref_mOTU_v2_0235,Bacillus sp. [ref_mOTU_v2_0235]
ref_mOTU_v2_0299,Bacillus sp. [ref_mOTU_v2_0299]
ref_mOTU_v2_0574,Bacillus sp. [ref_mOTU_v2_0574]
ref_mOTU_v2_1213,Bacillus sp. [ref_mOTU_v2_1213]
ref_mOTU_v2_4196,Bacillus sp. m3-13 [ref_mOTU_v2_4196]
ref_mOTU_v2_0222,Bacillus tequilensis [ref_mOTU_v2_0222]
ref_mOTU_v2_4071,Bacillus thermoamylovorans [ref_mOTU_v2_4071]
ref_mOTU_v2_1596,Bacillus timonensis [ref_mOTU_v2_1596]
ref_mOTU_v2_3779,Bacillus vietnamensis [ref_mOTU_v2_3779]
ref_mOTU_v2_2259,Bacillus vireti [ref_mOTU_v2_2259]
ref_mOTU_v2_2736,Bacillus wakoensis [ref_mOTU_v2_2736]
ref_mOTU_v2_2417,Bacillus xiamenensis [ref_mOTU_v2_2417]
ref_mOTU_v2_2494,Bacteriovorax sp. BAL6_X [ref_mOTU_v2_2494]
ref_mOTU_v2_3129,Bacteriovorax sp. BSW11_IV [ref_mOTU_v2_3129]
ref_mOTU_v2_2493,Bacteriovorax sp. Seq25_V [ref_mOTU_v2_2493]
ref_mOTU_v2_3114,Bacteroidaceae sp. [ref_mOTU_v2_3114]
meta_mOTU_v2_6017,Bacteroidales bacterium 52_46 [meta_mOTU_v2_6017]
ref_mOTU_v2_1074,Bacteroidales sp. [ref_mOTU_v2_1074]
ref_mOTU_v2_3256,Bacteroidales sp. [ref_mOTU_v2_3256]
ref_mOTU_v2_2714,Bacteroides acidifaciens [ref_mOTU_v2_2714]
ref_mOTU_v2_0452,Bacteroides barnesiae [ref_mOTU_v2_0452]
ref_mOTU_v2_1382,Bacteroides caccae [ref_mOTU_v2_1382]
ref_mOTU_v2_0692,Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692]
ref_mOTU_v2_4945,Bacteroides clarus [ref_mOTU_v2_4945]
ref_mOTU_v2_4312,Bacteroides coprocola [ref_mOTU_v2_4312]
ref_mOTU_v2_4472,Bacteroides coprophilus [ref_mOTU_v2_4472]
ref_mOTU_v2_4780,Bacteroides coprosuis [ref_mOTU_v2_4780]
ref_mOTU_v2_0898,Bacteroides dorei/vulgatus [ref_mOTU_v2_0898]
ref_mOTU_v2_1410,Bacteroides eggerthii [ref_mOTU_v2_1410]
ref_mOTU_v2_2725,Bacteroides faecichinchillae [ref_mOTU_v2_2725]
ref_mOTU_v2_1706,Bacteroides faecis [ref_mOTU_v2_1706]
ref_mOTU_v2_1409,Bacteroides finegoldii [ref_mOTU_v2_1409]
ref_mOTU_v2_4946,Bacteroides fluxus [ref_mOTU_v2_4946]
ref_mOTU_v2_0286,Bacteroides fragilis [ref_mOTU_v2_0286]
ref_mOTU_v2_0287,Bacteroides fragilis [ref_mOTU_v2_0287]
ref_mOTU_v2_1073,Bacteroides fragilis/ovatus [ref_mOTU_v2_1073]
ref_mOTU_v2_0453,Bacteroides gallinarum [ref_mOTU_v2_0453]
ref_mOTU_v2_0454,Bacteroides graminisolvens [ref_mOTU_v2_0454]
ref_mOTU_v2_4818,Bacteroides helcogenes [ref_mOTU_v2_4818]
ref_mOTU_v2_4321,Bacteroides intestinalis [ref_mOTU_v2_4321]
ref_mOTU_v2_0455,Bacteroides massiliensis [ref_mOTU_v2_0455]
ref_mOTU_v2_0900,Bacteroides massiliensis/sartorii [ref_mOTU_v2_0900]
ref_mOTU_v2_0302,Bacteroides nordii [ref_mOTU_v2_0302]
ref_mOTU_v2_4881,Bacteroides oleiciplenus [ref_mOTU_v2_4881]
ref_mOTU_v2_2718,Bacteroides paurosaccharolyticus [ref_mOTU_v2_2718]
ref_mOTU_v2_4341,Bacteroides pectinophilus [ref_mOTU_v2_4341]
ref_mOTU_v2_4343,Bacteroides plebeius [ref_mOTU_v2_4343]
ref_mOTU_v2_0456,Bacteroides propionicifaciens [ref_mOTU_v2_0456]
ref_mOTU_v2_0457,Bacteroides pyogenes [ref_mOTU_v2_0457]
ref_mOTU_v2_3433,Bacteroides reticulotermitis [ref_mOTU_v2_3433]
ref_mOTU_v2_0899,Bacteroides rodentium/uniformis [ref_mOTU_v2_0899]
ref_mOTU_v2_4746,Bacteroides salanitronis [ref_mOTU_v2_4746]
ref_mOTU_v2_0458,Bacteroides salyersiae [ref_mOTU_v2_0458]
meta_mOTU_v2_7407,Bacteroides sp. 43_108 [meta_mOTU_v2_7407]
meta_mOTU_v2_7715,Bacteroides sp. CAG:1060 [meta_mOTU_v2_7715]
meta_mOTU_v2_7324,Bacteroides sp. CAG:144 [meta_mOTU_v2_7324]
meta_mOTU_v2_5709,Bacteroides sp. CAG:462 [meta_mOTU_v2_5709]
meta_mOTU_v2_5440,Bacteroides sp. CAG:927 [meta_mOTU_v2_5440]
ref_mOTU_v2_1153,Bacteroides sp. Ga6A2 [ref_mOTU_v2_1153]
ref_mOTU_v2_2726,Bacteroides stercorirosoris [ref_mOTU_v2_2726]
ref_mOTU_v2_0275,Bacteroides stercoris [ref_mOTU_v2_0275]
ref_mOTU_v2_0897,Bacteroides thetaiotaomicron [ref_mOTU_v2_0897]
ref_mOTU_v2_1072,Bacteroides xylanisolvens [ref_mOTU_v2_1072]
ref_mOTU_v2_4551,Bacteroidetes sp. [ref_mOTU_v2_4551]
ref_mOTU_v2_5222,Bacteroidetes sp. [ref_mOTU_v2_5222]
ref_mOTU_v2_1886,Balneola vulgaris [ref_mOTU_v2_1886]
ref_mOTU_v2_4880,Barnesiella intestinihominis [ref_mOTU_v2_4880]
ref_mOTU_v2_5073,Barnesiella viscericola [ref_mOTU_v2_5073]
ref_mOTU_v2_1742,Bartonella alsatica [ref_mOTU_v2_1742]
ref_mOTU_v2_1741,Bartonella australis [ref_mOTU_v2_1741]
ref_mOTU_v2_0785,Bartonella bacilliformis [ref_mOTU_v2_0785]
ref_mOTU_v2_0342,Bartonella birtlesii [ref_mOTU_v2_0342]
ref_mOTU_v2_0337,Bartonella bovis [ref_mOTU_v2_0337]
ref_mOTU_v2_1148,Bartonella clarridgeiae [ref_mOTU_v2_1148]
ref_mOTU_v2_0343,Bartonella doshiae [ref_mOTU_v2_0343]
ref_mOTU_v2_0344,Bartonella elizabethae [ref_mOTU_v2_0344]
ref_mOTU_v2_5172,Bartonella florencae [ref_mOTU_v2_5172]
ref_mOTU_v2_1164,Bartonella grahamii [ref_mOTU_v2_1164]
ref_mOTU_v2_0583,Bartonella henselae [ref_mOTU_v2_0583]
ref_mOTU_v2_2276,Bartonella koehlerae [ref_mOTU_v2_2276]
ref_mOTU_v2_0339,Bartonella melophagi [ref_mOTU_v2_0339]
ref_mOTU_v2_0582,Bartonella quintana [ref_mOTU_v2_0582]
ref_mOTU_v2_2514,Bartonella rattaustraliani [ref_mOTU_v2_2514]
ref_mOTU_v2_0345,Bartonella rattimassiliensis [ref_mOTU_v2_0345]
ref_mOTU_v2_4796,Bartonella rochalimae [ref_mOTU_v2_4796]
ref_mOTU_v2_0338,Bartonella schoenbuchensis [ref_mOTU_v2_0338]
ref_mOTU_v2_5180,Bartonella senegalensis [ref_mOTU_v2_5180]
ref_mOTU_v2_1744,Bartonella sp. DB5-6 [ref_mOTU_v2_1744]
ref_mOTU_v2_0346,Bartonella tamiae [ref_mOTU_v2_0346]
ref_mOTU_v2_1743,Bartonella taylorii [ref_mOTU_v2_1743]
ref_mOTU_v2_1361,Bartonella tribocorum [ref_mOTU_v2_1361]
ref_mOTU_v2_0340,Bartonella vinsonii [ref_mOTU_v2_0340]
ref_mOTU_v2_0347,Bartonella vinsonii [ref_mOTU_v2_0347]
ref_mOTU_v2_0348,Bartonella washoensis [ref_mOTU_v2_0348]
ref_mOTU_v2_1693,Basilea psittacipulmonis [ref_mOTU_v2_1693]
ref_mOTU_v2_1887,Bavariicoccus seileri [ref_mOTU_v2_1887]
